Index,Course,School,Number,Title,Description
92,AAE 67500,AAE,67500,Advanced Signals And Systems For Satellite Navigation,"Fundamental theory of ranging signal design. Generation of pseudorandom noise. Methods for detecting, tracking, and estimating delay using ranging signals. Probability of detection, probability of false alarm, and tracking threshold derived from a stochastic signal model. Models for multiple access, quantization, clock and multipath errors. Examples drawn from present-day Global Navigation Satellite Systems (GNSS). Prerequisites: ECE 60000, AAE 56700, or equivalent (Random Variables and Stochastic Processes)."
93,AAE 69000,AAE,69000,Advanced Aeronautical Engineering Projects,to 6.00. Topics vary. Permission of instructor required.
94,AAE 69800,AAE,69800,Research MS Thesis,to 18.00. Research MS Thesis. Permission of instructor required.
95,AAE 69900,AAE,69900,Research PhD Thesis,to 18.00. Research PhD Thesis. Permission of instructor required.
96,AFT 11000,AFT,11000,Foundations Of Air Force I,"A survey of officership, professionalism, communications skills, the organization of the Air Force, and the missions of the various Air Force major commands. Emphasis is placed on helping students understand what they would experience as an Air Force officer."
97,AFT 11100,AFT,11100,Air Force ROTC Leadership Laboratory I,"Introduction to military training. Introduction to drill and ceremonies, study and experience in Air Force standards, customs and courtesies."
98,AFT 12000,AFT,12000,Foundations Of Air Force II,"A survey of Air Force installations design and location, Air Force professions, principles of flight, geopolitics, defense policy and strategy, terrorism, and the Air Force's partner services in the Department of Defense. Emphasis is placed on helping students understand what they would experience as an Air Force officer."
99,AFT 12100,AFT,12100,Air Force ROTC Leadership Laboratory II,"Reinforces Air Force military training, drill and ceremonies, study and experience in Air Force standards, customs and courtesies."
100,AFT 23000,AFT,23000,The Evolution Of USAF Air And Space Power I,Examines the development of air power from the beginning of manned flight through World War II. It traces the development of various concepts of employment of air power in this era and focuses upon factors that have prompted research and technological change. The impact of leadership on the development of Air Force doctrine is explored.
101,AFT 23100,AFT,23100,Air Force ROTC Leadership Laboratory III,"Cadets experiment with and develop leadership/management skills. Study of Air Force customs and courtesies, drill and ceremonies, and giving military commands; instructing, correcting, and evaluating the preceding skills, and study the Air Force officer environment."
102,AFT 24000,AFT,24000,The Evolution Of USAF Air And Space Power II,"Examines the development of air power from the end of World War II to the present. A variety of events and elements in the history of air power are stressed, especially where these provide significant examples of the impact of air power on strategic thought. The use of air power as an instrument of national power in dealing with a number of world crises is explored."
103,AFT 24100,AFT,24100,Air Force ROTC Leadership Laboratory IV,"Cadets continue with emphasis on field training preparation, developing leadership/management skills. Study of Air Force customs and courtesies, drill and ceremonies, and giving military commands; instructing, correcting, and evaluating the preceding skills, and study the Air Force officer environment."
104,AFT 35100,AFT,35100,Air Force Leadership Studies I,"Focuses on a study of leadership and management fundamentals, leadership ethics, and communicative skills required of Air Force lieutenants. Case studies are used to examine Air Force leadership and management situations to demonstrate and exercise practical application of concepts being studied."
105,AFT 35200,AFT,35200,Air Force ROTC Leadership Laboratory V,"Intermediate level leadership experience for military training cadets. Cadets lead the planning, coordinating, and directing of military activities for the cadet corps; provide formal training and guidance to increase the understanding, motivation, and performance of other cadets."
106,AFT 36100,AFT,36100,Air Force Leadership Studies II,"Continuation of AFT 35100, with emphasis on the management functions of planning, organizing, and controlling. Communication skills are developed through oral briefings and writing assignments. Air Force officer professional knowledge requirements are introduced. Air Force case analyses simulate real-life situations."
107,AFT 36200,AFT,36200,Air Force ROTC Leadership Laboratory VI,"Advanced leadership experience for field training preparation cadets. Cadets lead the planning, coordinating, and directing of military activities for the cadet corps; provide formal training and guidance to increase the understanding, motivation, and performance of other cadets."
108,AFT 47100,AFT,47100,National Security Affairs I,"This course examines the factors that play a part in the formulation of American defense policy, with particular emphasis on current issues. This policy uniquely combines aspects of American government, public administration, international relations, management, and economics."
